,cX,cY,topoSig
9078,10,18,000000000000000111110000000000111111111100000000000000000111000000000000111111000000000000000000111100000000001111111110000000000000001111110000000000000111111100000000000111111111
9079,10,18,001111111100000000000000011111000000000011111111110000000000000000011100000000000111111100000000000000000011110000000000111111111000000000000000111111000000000000011111110000000000
9080,12,19,000000000000111111111111000000000000111110000000000000000000100011111111000000000000000000001100000000000000000000111111000000000000000111111111000000000000110000011111000000000000000000000111000000000000111111111110000000000000
9081,14,20,0111000000000000000000000000111111111111110000000000000011111110000000000000000000001100001111111100000000000000000000000011000000000000000000000000111111000000000000000000011111111100000000000000111000000111110000000000000000000000000111000000000000001111111111111000000000000000
9082,9,16,000000000111100000000000000111000000000000000000001111000000000110000000000000000111111100000000000111111000000000000111111111000000000011111110
9083,8,16,00000001000000001110000000000000110000000000000000001111000000001000000000000000111111000000000011111000000000001111111100000000
9084,10,16,0000000000000001111100000000001111111111000000000000000001110000000000000000111100000000001110000001000000000011000000000000000000000011111100000000001000000011
9085,9,16,111111000000000000000011111000000000111111111000000000000000011000000000000001111000000000110000001000000000100000000000000000000111111000000000
9086,12,20,000000000000000000000111000000000000111111000000000000000000000110000000000000000000111111111100000000000000111111100000000000000000111111111110000000000000111111110000000000000000011111111111000000000000110000000000000000000000111100000000
9087,11,17,0000000000000111111000000000000001111100000000000000000000000111110000000000010011111110000000000001111111000000000000000100000000000000000000011110000000000000000001111111110000000000000
9088,15,18,000000000000000111111111111111000000000000000111111111000000000000000000000000001111111111000000000000000000000110011111000000000000000000000000001111000000000000000111100011111111000000000000000001111111111101000000000000000000000000000111000000000000000100111111111111
9089,14,18,110000000000000000000000000011111111111111000000000000001111111100000000000000000000000011111111110000000000000000000110011111000000000000000000000000111100000000000000111000111111110000000000000001111111111101000000000000000000000000011100000000000000
9090,14,18,000000000000001111111111111100000000000000111111000000000000000000000000111111111111000000000000000001100111111100000000000000000000001111110000000000000010001111111101000000000000001111111111011100000000000000000000000111110000000000000011111111111111
9091,15,18,100000000000000000000000000000111111111111111000000000000000111111100000000000000000000000000111111111111000000000000000000011001111111000000000000000000000000111111000000000000000110001111111101000000000000000111111111110111000000000000000000000000011111000000000000000
9092,8,14,0000000000000011000000001100000000000000000011110000000000000111000000000001111100000000111111100000000010000000
9093,8,14,0000011100000000000000110000000010000000000000000001111100000000000011110000000000111111000000001111111000000000
9094,14,20,0000000000000000000000000011000000000000001100000111111100000000000000111100000000000000000000000011111111110000000000000000001000000001111100000000000000111001111111110000000000000000000000111111000000000000001111110000000000000000000000111111111111100000000000000011111111111000
9095,13,19,0000000000000000000000001100000000000001100000111111000000000000011110000000000000000000000111111111100000000000000001000000001111000000000000011100111111110000000000000000000001111100000000000001111110000000000000000000011111111111100000000000000
9096,14,16,00000000000000111000000000000000000000000000111100000000000000000000000000000000000100000000000000000000011000000000000000000010000000000011000000000000001111000000111100000000000000111110000000000000000000000011111111000111
9097,11,18,000000111110000000000011111110000000000000000010000000000000000000000000000110000000000011110000000000000000000000001111000000000000111111111110000000000011111000111000000000000111111111100000000000
9098,12,18,000000000000100000000111000000000000000001111111000000000000000000000011000000000000001111111111000000000000000000000001000000000000000000011111000000000000111000001111000000000000111100000000000000000000000000111111
9099,13,18,110000011111100000000000001000000000111000000000000000000011111110000000000000000000000001100000000000000001111111111000000000000000000000000010000000000000000000001111100000000000001111000001111000000000000011111000000000000000000000
9100,16,20,00000000000000000000000111111111000000000000000000011111111000000000000000000000000000000000011100000000000000000000000011110000000000000000000011111111110000010000000000000000000000000111111100000000000000000000011111111111000000000000000010000011111111110000000000000000110000000000000000000000000000000000111111111100
